PC1,PC2,Cluster,HC_Cluster,DBscan_Cluster
-1.4515197416360033,-0.9393905050948129,0,0,0
-1.7886256671212943,-0.5367930068317465,0,0,0
-0.8732419574405673,-0.6753803732205703,0,0,0
2.3025074533550036,2.2028229651972007,2,1,1
-0.5239121685239506,0.8110037274170205,1,3,0
2.9326295774393882,1.0593978724542275,2,1,1
-0.7876343598523363,1.6527381180319547,1,3,0
0.9933422419071007,-1.2998856557327696,0,0,0
5.047448772278997,0.6250536042853453,2,1,-1
-0.578225658402798,-0.6106617886262419,0,0,0
1.2751152489087298,0.12704100214756953,2,2,1
-0.3462130218232815,-0.019673114881411206,1,0,0
0.7811538997473634,-0.6735726926684836,0,0,1
-0.0006872917380762067,-1.5187972086088963,0,2,1
-0.17233876655286723,0.7602109276323441,1,2,1
-0.8727628740851674,-1.2134416760967348,0,0,0
-0.4592500754790401,1.6537320694433968,1,2,1
-0.5183270475442534,0.43356790607059875,1,0,0
-1.0475061710123046,-0.3707815405176335,0,0,0
-0.036753305551326595,0.4481200218699391,1,2,1
0.48409180749181546,1.4493537366065934,1,3,0
-1.0373191505339139,-0.5830853233937167,0,0,0
